"","plotID","horizon","lipids_total","lipid_fungi_perc","lipid_gram_pos_perc","lipid_gram_neg_perc","lipid_FtoB"
"276","SJER_004","M",69.9455555555556,9.20888888888889,19.5722222222222,11.85,0.275333333333333
"277","SJER_005","M",77.4433333333333,10.8022222222222,18.2988888888889,11.12,0.347777777777778
"278","SJER_025","M",91.6677777777778,9.05111111111111,18.5044444444444,11.8366666666667,0.280222222222222
"279","SJER_045","M",80.9177777777778,10.73,18.2533333333333,11.53,0.341444444444444
"280","SJER_046","M",70.3375,10.89875,19.925,12.865,0.3195
"281","SJER_047","M",78.3388888888889,11.6122222222222,18.5822222222222,10.9277777777778,0.393222222222222
"282","SJER_048","M",89.3566666666667,9.00777777777778,18.2166666666667,11.6088888888889,0.282666666666667
"283","SOAP_001","M",196.441111111111,8.93111111111111,14.8988888888889,11.2277777777778,0.331222222222222
"284","SOAP_002","M",322.225,7.89625,14.14125,9.9675,0.314125
"285","SOAP_002","O",481.23,14.4,13.88,11.5,0.567
"286","SOAP_003","M",165.862222222222,7.16555555555556,13.66,10.3155555555556,0.286555555555556
"287","SOAP_004","M",170.852857142857,6.77,15.8214285714286,11.1314285714286,0.241142857142857
"288","SOAP_004","O",704.42,6.67,10.56,7.15,0.338
"289","SOAP_005","M",198.719090909091,9.40909090909091,16.1363636363636,9.58090909090909,0.345545454545455
"290","SOAP_031","M",226.336666666667,8.68,15.8322222222222,8.24666666666667,0.338777777777778
"291","SOAP_043","M",230.546666666667,10.1988888888889,16.4944444444444,10.5355555555556,0.339888888888889
"292","SOAP_044","M",276.638888888889,9.03444444444444,14.5466666666667,8.77444444444444,0.363222222222222
"293","SOAP_045","M",265.98875,7.81625,15.3725,8.0475,0.31625
"294","SOAP_045","O",1066.63,8.8,13.81,2.58,0.477
"295","STEI_001","M",2177.53555555556,6.02888888888889,15.6455555555556,8.1,0.255888888888889
"296","STEI_002","M",953.472222222222,5.86111111111111,15.3133333333333,7.98555555555556,0.232333333333333
